Name_Unificado,NA_Sales,PAL_Sales,JP_Sales,Other_Sales,Global_Sales
"""Nuke It""",,,,,
#IDARB,,,,,
#killallzombies,,,,,
'70s Robot Anime: Geppy-X,,,,,
'98 Koshien,0.15,0.1,0.12,0.03,0.41
'99 Koshien,,,,,
'Splosion Man,,,,,
(c-12) Final Resistance,,,,,
- Arcane RERaise -,,,,,
- Arcane Raise -,,,,,
- Arcane preRaise -,,,,,
...Iru!,,,,,
.deTuned,,,,,
Warriors of Might and Magic,0.16,0.12000000000000001,,0.03,0.30000000000000004
Warriors of Vilvatikta,,,,,
Warriors of the Lost Empire,0.05,0.0,,0.0,0.06
Warriors of the Lost Empire (JP sales),,,0.02,,0.02
Warriors: Legends of Troy,0.06,0.09,0.08,0.02,0.25
Wars & Warriors: Joan of Arc,,,,,
Warship Gunner 2,0.01,0.01,,0.0,0.03
Warship Gunner 2 Portable,,,0.02,,0.02
Warsong,,,,,
Warspear Online,,,,,
Warzone 2100,2.79,1.89,,0.33,5.01
Wasteland,,,,,
Wasteland 2,0.21000000000000002,0.06999999999999999,0.03,0.04,0.33999999999999997
Wasteland 2: Director's Cut,,,,,
Wasteland Angel,,,,,
Watashi no Kitchen,,,,,
Watashi no MakeSalon,,,,,
Watashi no Relaxuma,,,0.04,,0.04
Watashi no Restaurant,,,,,
Watch Dogs,3.86,4.37,0.22,1.27,9.700000000000001
Watch Dogs 2,1.69,2.27,0.12,0.64,4.71
Watchmen: The End Is Nigh Part 2,,,,,
Watchmen: The End is Nigh,,0.0,,0.0,0.0
Watchmen: The End is Nigh - The Complete Experience,0.08,0.06,,0.02,0.16
Watchmen: The End is Nigh Part 1 & 2,0.09,0.0,,0.01,0.1
Water Closet: The Forbidden Chamber,,,,,
Water Ski,,,,,
Water Sports,0.05,0.04,,0.01,0.1
Water Warfare,,,,,
Waterworld,,,,,
Wattam,,,,,
Waurau Salesman,,,,,
Wave Race,,,,,
Wave Race 64,,,,,
Wave Race: Blue Storm,0.4,0.1,0.09,0.02,0.6
Wave Rally,0.13,0.1,,0.03,0.27
Waxworks,,,,,
Way In Dusk,,,,,
Way of the Samurai,0.13,0.1,0.25,0.03,0.51
Way of the Samurai 2,0.05,0.04,0.23,0.01,0.33
Way of the Samurai 2 Portable,,,0.04,,0.04
Way of the Samurai 3,0.3,0.13,0.24,0.06,0.73
Way of the Samurai 4,,0.03,0.16,0.01,0.2
Way of the Samurai Online,,,,,
Way of the Warrior,,,,,
Wayne Gretzky Hockey,,,,,
Wayne Gretzky's 3D Hockey,0.49,0.03,,0.0,0.53
Wayne Gretzky's 3D Hockey '98,0.26,0.04,,0.0,0.3
Wayne's World,,,,,
Wayward Manor,,,,,
We Cheer,0.47,0.0,0.0,0.04,0.52
We Cheer 2,0.24,,,0.02,0.26
We Dance,,0.14,,0.02,0.16
We Dare: Flirty Fun For All,,0.0,,0.0,0.0
We Dare: Flirty Fun for All,,,,,
We Happy Few,0.15000000000000002,0.05,,0.03,0.23
We Love Golf!,0.19,0.0,0.03,0.02,0.24
We Love JUGGLER,,,,,
We Love Katamari,0.26,0.2,,0.07,0.52
We Sing,,0.68,,0.08,0.75
We Sing (2016),0.02,,,0.01,0.03
We Sing 80s,,0.0,,0.0,0.0
We Sing Deutsche Hits,,0.29,,0.04,0.33
We Sing Down Under,,0.0,,0.0,0.0
We Sing Encore,,0.4,,0.05,0.45
We Sing Pop!,0.05,0.18,,0.02,0.25
We Sing Robbie Williams,,0.18,,0.02,0.2
We Sing Rock!,,0.07,,0.01,0.08
We Sing UK Hits,,0.15,,0.02,0.17
We Ski,0.97,0.41,0.14,0.15,1.68
We Ski & Snowboard,0.38,0.29,0.15,0.08,0.89
We Were Here Too,,,,,
We Wish You A Merry Christmas,0.13,0.04,,0.02,0.19
We're Back - A Dinosaurs Tale,,,,,
We're Back! A Dinosaur's Story,,,,,
WeChat Speed,,,,,
Weakness Hero Torauman,,,,,
Weapon Shop de Omasse,,,,,
Weapon of Choice,,,,,
WeaponLord,,,,,
Web Mystery: Yochi Yume o Kenru Neko,,,,,
Wedding Dash,0.19,,,0.01,0.21
Wedding Dash 2: Rings Around the World,,,,,
Wedding Peach,,,,,
Wedding Peach: Doki Doki Oiro-naoshi Fashion Dai-sakusen,,,,,
Wedding Peach: Jamapii Panic,,,,,
Wedding Planner: Dream Weddings Guaranteed,,0.01,,0.0,0.01
Weird Park: Broken Tune,,,,,
Weird Worlds: Return to Infinite Space,,,,,
Weiss Schwarz Portable,,,0.1,,0.1
Welcome to Mexico,,,,,
Weltorv Estleia,,,,,
Wendy: Every Witch Way,,,,,
Werewolf Hallow,,,,,
Werewolf: The Last Warrior,,,,,
Werewolves Within,0.04,,,0.01,0.05
Werewolves vs Vampires,,,,,
West,,,,,
West of Loathing,,,,,
Westerado: Double Barreled,,,,,
Western Outlaw: Wanted Dead or Alive,,,,,
Western Riding Academy,0.06,,,0.0,0.06
Western Story,,,,,
Westward IV: All Aboard,,,,,
Wet,0.45,0.48,0.02,0.16,1.12
Wet 2,,,,,
Wet Attack: The Empire Cums Back,,,,,
Wetrix,0.06,0.02,,0.0,0.08
Wetrix+,,,,,
Whac-A-Mole,0.08,0.0,,0.01,0.09
Whack Em in a Hole,,,,,
Whack-A-Friend,,,,,
Whacked!,0.07,0.02,,0.0,0.09
"What Did I Do to Deserve This, My Lord!?",,,,,
"What Did I Do to Deserve This, My Lord!? 2",0.06,0.0,0.18,0.01,0.26
What Makes You Tick: A Stitch in Time,,,,,
What Remains of Edith Finch,,,,,
What Rhymes With Martians?,,,,,
What The?!,,,,,
What'S It Worth?,,,,,
What's Cooking? Jamie Oliver,0.2,0.01,,0.02,0.23
What's My IQ?,,,,,
What's Shenmue,,,,,
What's the Word?,,,,,
Wheel of Fortune,2.9299999999999997,0.67,,0.26,3.88
Wheel of Fortune & Jeopardy! Bundle,,,,,
Wheel of Fortune 2003,,,,,
Wheel of Fortune Deluxe,,,,,
Wheel of Fortune Super Deluxe,,,,,
Wheel of Fortune: 2nd Edition,0.23,0.16,,0.03,0.41
Wheel of Fortune: Deluxe Edition,,,,,
Wheel of Fortune: Family Edition,,,,,
Wheel of Fortune: Featuring Vanna White,,,,,
Wheel of Fortune: Junior Edition,,,,,
Wheels of Aurelia,,,,,
When Maidens Attack,,,,,
Where in the World is Carmen Sandiego?,,,,,
Where in the World is Carmen Sandiego? Deluxe Edition,,,,,
Where in the World is Carmen Sandiego? Mystery at the End of the World,,,,,
Where is my Heart?,,,,,
Where the Wild Things Are,0.44,0.01,,0.04,0.49
Where time stood still,,,,,
Where's My Water? 2,,,,,
Where's Waldo?,,,,,
Where's Waldo? The Fantastic Journey,0.37,,,0.03,0.4
Where's Waldo? The Fantastic Journey Travel Pack 1,,,,,
Where's Waldo? The Fantastic Journey Travel Pack 2,,,,,
Where's Waldo? The Fantastic Journey Travel Pack 3,,,,,
Wheres My Mickey?,,,,,
Wheres My Perry?,,,,,
Wheres My Water?,,,,,
Wheres My Water? Featuring XYY,,,,,
Whip Rush,,,,,
WhipCrack,,,,,
Whiplash,0.1,0.060000000000000005,,0.02,0.19
Whirl Tour,0.15,0.09999999999999999,,0.03,0.27
Whirlo,,,,,
Whispering Willows,,,,,
Whistle!,,,,,
Whistle: Fuki Nukeru Kaze,,,,,
White Album,,,,,
White Album 2: Shiawase no Mukougawa,,,0.06,,0.06
White Album: Tsuzurareru Fuyu no Omoide,,,0.05,,0.05
White Breath,,,,,
White Breath: Kizuna,,,,,
White Breath: Perfect Edition,,,,,
White Breath: Perfect Edition+,,,,,
White Day: A Labyrinth Named School (2001),,,,,
White Day: A Labyrinth Named School (2017),,0.01,0.01,0.0,0.02
White Gold: War in Paradise,,,,,
White Haven Mysteries,,,,,
White Heaven,,,,,
White Knight Chronicles II,0.23,0.09,0.27,0.04,0.63
White Knight Chronicles: International Edition,0.34,0.16,0.36,0.09,0.95
White Knight Chronicles: Origins,,0.04,0.09,0.02,0.15
White Men Can't Jump,,,,,
White Night,,,,,
White Princess the Second,,,,,
White Water!,,,,,
White-Water Domo,,,,,
Whiteout,0.03,0.02,,0.0,0.05
Whitetail Deer Hunter,,,,,
Who Did I Date Last Night?,,,,,
Who Framed Roger Rabbit,,,,,
Who Lives Here? - Animal Tails,,,,,
Who Shot Johnny Rock?,,,,,
Who Wants to Be A Millionaire?,0.09,,,0.01,0.1
Who Wants to Be a Millionaire: 3rd Edition,0.14,,,0.01,0.14
Who Wants to Be a Millionaire: Junior,,,,,
Who Wants to Be a Millionaire?,,,,,
Who Wants to Be a Millionaire? 2nd Edition,,,,,
Who Wants to Beat Up a Millionaire,,,,,
Who Wants to be a Millionaire,2.39,0.3,,0.05,2.74
Who Wants to be a Millionaire: 1st Edition,,0.06,,0.0,0.06
Who Wants to be a Millionaire: 2nd Edition,,0.03,,0.0,0.03
Who Wants to be a Millionaire? 2nd Edition,,,,,
Who is God,,,,,
Who's That Flying?!,,,,,
Who's Your Daddy,,,,,
Whomp 'Em,,,,,
Whore of the Orient,,,,,
Why Did I Buy This?,,,,,
Wi-El,,,,,
Wi-Fi Taiou Yakuman DS,,,,,
Wi-Fi Taiou: Gensen Table Game DS,,,,,
Wi-Fi Taiou: Gensen Table Game Wii,,,,,
WiLD,,,,,
WiZmans World,,,0.01,,0.01
Wicked 18,,,,,
Wicked Monster Blast!,0.04,0.0,,0.0,0.05
Wicked Surfing,,,,,
Wicked Woods,,,,,
Wide de Portable P,,,,,
Widget,,,,,
Widget's Odyssey,,,,,
Widget's Odyssey 1 and 2,,,,,
Widget's Odyssey 2,,,,,
Wiffle Ball Advance,0.01,,,0.0,0.01
WigCatcher,,,,,
Wii Chess,,0.0,,0.0,0.0
Wii Fit,,,,,
Wii Fit Plus,,,,,
Wii Fit U,0.35,0.24,0.21,0.06,0.86
Wii Karaoke U by JOYSOUND,,,,,
Wii Music,,,,,
Wii Party,,,,,
Wii Party U,,,,,
Wii Play,,,,,
Wii Play: Motion,,,,,
Wii Sports,,,,,
Wii Sports Club,0.17,0.14,0.04,0.03,0.38
Wii Sports Resort,,,,,
Wii de Asobu Chibi-Robo!,,,0.05,,0.05
Wii de Asobu: Metroid Prime,,,0.02,,0.02
Wii de Asobu: Metroid Prime 2: Dark Echoes,,,0.0,,0.0
WiiMove,,,,,
WiiWAA,,,,,
Wik & The Fable of Souls,,,,,
Wiki Read: Wikipedia for Xbox,,,,,
Wild 9,0.13,0.09,,0.02,0.24
Wild ARMs,0.26,0.17,0.46,0.06,0.95
Wild ARMs 2,0.19,0.13,0.31,0.04,0.67
Wild ARMs 3,0.16,0.13,0.29,0.04,0.62
Wild ARMs 4,0.07,0.06,,0.02,0.14
Wild ARMs 5,0.14,0.11,,0.04,0.28
Wild ARMs 5 (jp sales),,,0.12,,0.12
Wild ARMs XF,0.07,,0.06,0.01,0.14
Wild ARMs: Alter Code F,0.05,0.04,,0.01,0.09
Wild Arms 3,,,,,
Wild Boater,,,,,
Wild Card,,,,,
Wild Earth: African Safari,0.1,0.02,,0.01,0.13
Wild Gunman,,,,,
Wild Guns,,,,,
Wild Guns Reloaded,0.06,,,0.01,0.07
Wild Metal,,,,,
Wild Rapids,,,,,
Wild Snake,,,,,
Wild Varmint Bounty Hunter,,,,,
Wild West Guns,,,,,
Wild West Shootout,0.01,0.01,,0.0,0.02
Wild Wild Racing,0.1,0.08,,0.03,0.21
Wild Woody,,,,,
WildStar,0.08,0.07,,0.01,0.16
Wildgear,,,,,
Wildlife Hunter,,,,,
Wildlife Park,,,,,
Wildlife Park 2,,0.0,,,0.0
Wildlife Park 3,,0.07,,0.01,0.08
Wildlife Park: Gold Edition,,0.0,,0.0,0.0
Wildlife Park: Wild Creatures,,,,,
Wildlife Tycoon: Venture Africa,,,,,
Wildlife Zoo,,,,,
Wildlife Zoo: Deluxe Edition,,,,,
Wildlife: Forest Survival,,,,,
Will Fight for Food,,,,,
Will Harvey's Zany Golf,,,,,
Will O' Wisp,,,,,
Will O' Wisp DS,,,0.0,,0.0
Will O' Wisp Portable,,,0.0,,0.0
Will O' Wisp: Easter no Kiseki,,,0.0,,0.0
Will Rock,,,,,
Williams Arcade's Greatest Hits,,,,,
Willow,,,,,
Wily & Right no RockBoard: That's Paradise,,,,,
Wimbledon,,,,,
Wimbledon Championship Tennis,,,,,
Wimbledon II,,,,,
"Win, Lose or Draw",,,,,
WinBack 2: Project Poseidon,0.01,0.01,,0.0,0.01
WinBack: Covert Operations,0.31000000000000005,0.15,,0.04,0.5
Wind and Water: Puzzle Battles,,,,,
Wind: a Breath of Heart,,,,,
Wind: a breath of heart - Re-gratitude,,,,,
WindJammers,,,,,
WindJammers (CD),,,,,
Windchaser,,,,,
Windforge,,,,,
Windosill,,,,,
Windwalker,,,,,
Windward,,,,,
Windy X Windam,0.01,,0.0,0.0,0.01
Winemaker Extraordinaire,,,,,
Wing Arms,,,0.2,,0.2
Wing Commander,,,,,
Wing Commander Arena,,,,,
Wing Commander II: Speech Accessory Pack,,,,,
Wing Commander II: Vengeance of the Kilrathi,,,,,
Wing Commander III: Heart of the Tiger,0.09,0.06,,0.01,0.16
Wing Commander IV: The Price of Freedom,0.05,0.03,,0.01,0.09
Wing Commander Privateer,,,,,
Wing Commander: Armada,,,,,
Wing Commander: Prophecy,0.04,0.01,,0.0,0.05
Wing Commander: The Secret Missions,,,,,
Wing Commander: The Secret Missions 2 - Crusade,,,,,
Wing Island,0.03,0.01,0.01,0.0,0.05
Wing Over,,,,,
Wing Over 2,,,,,
Wing War,,,,,
Wings,,,,,
Wings 2: Aces High,,,,,
Wings Over Europe,,,,,
Wings of Fury,,,,,
Wings of Glory,,,,,
Wings of Power: WWII Heavy Bombers and Jets,,,,,
Wings of Prey,,,,,
Wings of War,0.05,0.01,,0.0,0.06
Wings of Wor,,,,,
Winky the Little Bear,,,,,
Winners House,,,,,
Winnie the Pooh Baby,,,,,
Winnie the Pooh: Adventures in the 100 Acre Wood,,,,,
Winning Eleven Playmaker 2010: Aoki Samurai no Chousen,,,0.07,,0.07
Winning Eleven x UEFA Champions League Special Pack,,,,,
Winning Eleven: Pro Evolution Soccer 2007,0.2,3.12,1.34,0.88,5.529999999999999
Winning Eleven: Pro Evolution Soccer 2007 (All Region sales),0.08,0.9,0.02,,1.0
Winning Post,,,0.53,,0.53
Winning Post 2,,,0.3,,0.3
Winning Post 2: Program '96,,,,,
Winning Post 3,,,0.14,0.01,0.15
Winning Post 4,,,0.14,0.01,0.15
Winning Post 4 Maximum,,,0.06,,0.06
Winning Post 4 Program 2000,,,,,
Winning Post 5,,,0.13,,0.13
Winning Post 6,,,0.09,,0.09
Winning Post 7,,,,,
Winning Post 7 2009,,,0.03,,0.03
Winning Post 7 2010,,,0.12000000000000001,,0.12000000000000001
Winning Post 7 2012,,,0.11000000000000001,,0.11000000000000001
Winning Post 7 2013,,,0.08,,0.08
Winning Post 7 Maximum 2008,,,0.02,,0.02
Winning Post 7: Maximum 2007,,,0.04,,0.04
Winning Post 8 2015,,,0.06,,0.06
Winning Post 8 2016,,,0.07,,0.07
Winning Post 8 2017,,,0.06,,0.06
Winning Post 8 2018,,,0.04,,0.04
Winning Post 9,,,,,
Winning Post World,,,0.08,,0.08
Winning Post World 2010,,,0.06,,0.06
Winning Post World 8,,,0.09,,0.09
Winning Putt: Golf Online,,,,,
Winning Shot,,,,,
Winter Blast: 9 Snow & Ice Games,0.02,,,0.0,0.02
Winter Games,,,,,
Winter Games (FDS),,,,,
Winter Heat,,,0.11,,0.11
Winter Holiday Slots 2009,,,,,
Winter Novel,,,,,
Winter Olympic Games: Lillehammer '94,,,,,
Winter Olympics,,,,,
Winter Olympics: Lillehammer '94,,,,,
Winter Sports,,,,,
Winter Sports - Feel the Spirit,,,,,
Winter Sports 2011,,0.12,,0.02,0.14
Winter Sports 2: The Next Challenge,0.31,0.25,,0.06,0.61
Winter Sports 3: The Great Tournament,0.02,0.06,,0.0,0.09
Winter Sports: The Ultimate Challenge,0.45,0.68,,0.12,1.25
Winter Stars,0.11,0.15,,0.03,0.28
Winter Voices,,,,,
Winx Club,0.05,0.02,,0.0,0.07
Winx Club: Believix in You!,,,,,
Winx Club: Join the Club,0.01,,,0.0,0.01
Winx Club: Magical Fairy Party,,,,,
Winx Club: Mission Enchantix,0.03,0.02,,0.0,0.06
Winx Club: Quest for the Codex,0.03,0.02,,0.0,0.06
Winx Club: Rockstars,,0.02,,0.0,0.02
Winx Club: Saving Alfea,0.01,0.01,,0.0,0.02
WipEout,0.26,0.18,,0.03,0.47
WipEout 2097,,,,,
WipEout 3,0.19,0.13,,0.02,0.34
WipEout 3 Special Edition,,,,,
WipEout 3 Special Edition / Destruction Derby 2,,,,,
WipEout 64,0.28,0.14,,0.01,0.43
WipEout Fusion,0.12,0.1,,0.03,0.25
WipEout HD,,,,,
WipEout HD Fury,,0.06,,0.01,0.07
WipEout Omega Collection,0.12,0.49,,0.11,0.72
WipEout Pulse,0.13,0.27,,0.39,0.81
WipEout Pure,0.47,0.34,,0.23,1.04
WipEout XL,0.14,0.1,,0.02,0.25
WipeOut 3 The Game,0.86,,,0.09,0.97
Wipeout 2,1.13,,,0.09,1.21
Wipeout 2 (Mobile),,,,,
Wipeout 2048,0.13,0.19,,0.06,0.38
Wipeout Pulse,,,,,
Wipeout Pure,,,,,
Wipeout: In The Zone,0.87,,,0.08,0.95
Wipeout: The Game,2.5,,,0.18000000000000002,2.69
WireWay,0.1,,,0.01,0.1
Wirehead,,,,,
Wishbringer,,,,,
Wishmaster,,,,,
WispLisp Array of List,,,,,
Witch & Hero 3,,,,,
Witch Hunters: Stolen Beauty,,0.01,,0.0,0.01
Witch It,,,,,
Witch and Hero,,,,,
Witch's Curse 2,,,,,
Witch's Wish,,,0.01,,0.01
Witches & Vampires: Ghost Pirates of Ashburry,,,,,
Witches & Vampires: The Secrets of Ashburry,0.05,0.02,,0.01,0.08
Witches' Legacy: Threat of Darkness,,0.0,,0.0,0.0
With You: Mitsumeteitai,,,,,
Without Memory,,,,,
Without Warning,0.03,0.01,,0.0,0.06
Without Within,,,,,
Without Within 2,,,,,
Without Within 3,,,,,
Wits & Wagers,,,,,
Wiz 'n' Liz,,,,,
Wizadore,,,,,
Wizard Apprentice,,,,,
Wizard Defenders,,,,,
Wizard Pinball,,,,,
Wizard of Legend,,,,,
Wizard of Wor,,,,,
Wizard's Crown,,,,,
Wizard's Harmony,,,,,
Wizard's Harmony 2,,,,,
Wizard's Harmony R,,,,,
Wizard's Keep,,,,,
Wizard's Symphony,,,,,
Wizard's Tower Screen Saver,,,,,
Wizard101,,,,,
Wizardology,,,,,
Wizardry 8,,0.0,,0.0,0.0
Wizardry Asterisk: Hiiro no Fuuin,,,,,
Wizardry Empire,,,,,
Wizardry Empire 3,,,,,
Wizardry Empire II: Oujo no Isan - Legacy of the Princess,,,,,
Wizardry Empire III: Haoh no Keifu,,,,,
Wizardry Empire: Fukkatsu no Tsue,,,,,
Wizardry Empire: Ikoshie no Oujo,,,,,
Wizardry Gaiden 2,,,,,
Wizardry Gaiden I: Joou no Junan,,,,,
Wizardry Gaiden II: Kodai Kotei no Noroi,,,,,
Wizardry Gaiden III: Yama no Seiten,,,,,
Wizardry Gaiden IV: Throb of the Demon's Heart,,,,,
Wizardry Gaiden: Prisoners of the Battles,,,,,
Wizardry Gold,,,,,
Wizardry I + II,,,,,
Wizardry I-II-III: Story of Llylgamyn,,,,,
Wizardry II: Legacy of Llylgamyn - The Third Scenario,,,,,
Wizardry II: Llygamyn no Isan,,,,,
Wizardry II: The Knight of Diamonds,,,,,
Wizardry III + IV,,,,,
Wizardry III: Diamond no Kishi,,,,,
Wizardry III: Legacy of Llylgamyn,,,,,
Wizardry IV: The Return of Werdna,,,,,
Wizardry Nemesis,,,,,
Wizardry Online,,,,,
Wizardry Perfect Pack,,,,,
Wizardry Scenario # 1: Proving Grounds of the Mad Overlord,,,,,
Wizardry Summoner,,,,,
Wizardry Twin Pack,,,0.02,,0.02
Wizardry V: Heart of the Maelstrom,,,,,
Wizardry VI & VII Complete,,,,,
Wizardry VI: Bane of the Cosmic Forge,,,0.1,0.0,0.1
Wizardry VII: Crusaders of the Dark Savant,,,,,
Wizardry VII: Gadeia no Houshu,,,0.14,0.01,0.15
Wizardry XTH: Academy of Frontier,,,,,
Wizardry XTH: Unlimited Students,,,0.01,,0.01
Wizardry: Bane of the Cosmic Forge,,,,,
Wizardry: Boukyaku no Isan,,,,,
Wizardry: Crusaders of the Dark Savant,,,,,
Wizardry: Dimguil,,,,,
Wizardry: Knight of Diamonds - The Second Scenario,,,,,
Wizardry: Labyrinth of Lost Souls,,,,,
Wizardry: Legacy of Llylgamyn - The Third Scenario,,,,,
Wizardry: Llylgamyn Saga,,,0.07,0.0,0.07
Wizardry: New Age of Llylgamyn,,,,,
Wizardry: Proving Grounds of the Mad Overlord,,,,,
Wizardry: Seimei no Setsu,,,,,
Wizardry: Tale of the Forsaken Land,0.04,0.03,,0.01,0.09
Wizardry: Torawareshi Bourei no Machi,,,,,
Wizards & Warriors,,,,,
Wizards & Warriors III - Kuros: Visions of Power,,,,,
Wizards of Waverly Place,0.59,0.2,,0.08,0.87
Wizards of Waverly Place: Spellbound,0.16,0.03,,0.01,0.2
Wizball,,,,,
Wizorb,,,,,
Woah Dave!,,,,,
Wolcen: Lords of Mayhem,,,,,
Wolf Fang: Koukiba 2001,,,,,
Wolf Fang: Koukiba 2001 SS,,,,,
Wolf of the Battlefield: Commando (Arcade),,,,,
Wolf of the Battlefield: Commando 3,,,,,
Wolfchild,,,,,
Wolfenstein,0.54,0.52,,0.18,1.23
Wolfenstein 3-D,,,,,
Wolfenstein 3D,0.12,0.04,,0.0,0.17
Wolfenstein II: The New Colossus,1.05,0.82,0.01,0.3,2.17
Wolfenstein The Two Pack,0.19,,,0.03,0.22
Wolfenstein: Cyberpilot,,,,,
Wolfenstein: The New Order,1.19,1.53,0.05,0.41000000000000003,3.2
Wolfenstein: The Old Blood,0.2,0.32,0.02,0.08,0.63
Wolfenstein: Youngblood,,,,,
Wolfetto,,,,,
Wolverine,,,,,
Wolverine: Adamantium Rage,,,,,
Women's Murder Club: A Darker Shade of Grey,,,,,
Women's Murder Club: Death in Scarlet,,0.0,,0.0,0.0
Women's Volleyball Championship,,,0.03,,0.03
Wonder Boy,,,,,
Wonder Boy III: Monster Lair,,,,,
Wonder Boy III: The Dragon's Trap,,,,,
Wonder Boy in Monster Land,,,,,
Wonder Boy in Monster Land (Arcade),,,,,
Wonder Boy in Monster World,,,,,
Wonder Boy in Monster World IV,,,,,
Wonder Boy: The Dragon's Trap,,,,,
Wonder Boy: The Dragon's Trap (Remake),0.07,,,0.02,0.09
Wonder Classic,,,,,
Wonder Dog,,,,,
Wonder Momo,,,,,
Wonder Momo (Arcade),,,,,
Wonder Pets! Save the Animals!,0.33,0.0,,0.02,0.36
Wonder Project J2: Koruro no Mori no Josette,,,0.12,0.04,0.16
Wonder Project J: Kikai no Shonen Pino,,,0.43,,0.43
Wonder Stadium,,,,,
Wonder Stadium '99,,,,,
Wonder World Amusement Park,0.12,0.0,,0.01,0.14
WonderFlick,,,,,
WonderKing,,,,,
WonderSwan Handy Sonar,,,,,
Wonderland Online,,,,,
Wondership Q,,,0.04,,0.04
Woodcutter Simulator,,,,,
Woodcutter Simulator 2013,,,,,
Woodcutter Simulator 2016,,0.01,,0.0,0.01
Wooden Sen'SeY,,,,,
Woodle Tree Adventures,,,,,
Woodruff and The Schnibble of Azimuth,,,,,
Woody Pop,,,,,
Woody Pop: Shinjinrui no Block Kuzushi,,,,,
Woody Two-Legs: Attack of the Zombie Pirates,,,,,
Woody Woodpecker,,,,,
Woody Woodpecker And Friends Volume One,,,,,
Woody Woodpecker And Friends Volume Three,,,,,
Woody Woodpecker And Friends Volume Two,,,,,
Woody Woodpecker Racing,0.06,0.04,,0.01,0.11
Woody Woodpecker in Crazy Castle 5,0.01,0.0,,0.0,0.01
Woody Woodpecker: Escape from Buzz Buzzard Park,0.02,0.02,,0.01,0.05
Wool,,,,,
Woolfe: The Red Hood Diaries,,,,,
Word Jolt,,,,,
Word Mania 2,,,,,
Word Puzzle,,,,,
Word Safari: The Friendship Totems,,,,,
Word Searcher,,,,,
Word Searcher 4,,,,,
Word Searcher Deluxe,,,,,
Word Searcher II,,,,,
Word Searcher III,,,,,
Word Soup,,,,,
Word Zap,,,,,
Word Zapper,,,,,
WordJong,0.13,0.01,,0.01,0.15
WordJong Party,0.16,,,0.01,0.17
Wordfish,0.07,0.0,,0.01,0.08
Wordhunters,0.01,,,0.0,0.01
Wordmaster,0.09,0.0,,0.01,0.09
Words In A Word,,,,,
Words Search,,,,,
Words With Friends,,,,,
Words With Friends Free,,,,,
Words of Wonder,,,,,
Wordsnake,,,,,
Wordspionage,,,,,
Wordtris,,,,,
Wordzy,,,,,
Working Dawgs: A-Maze-ing Pipes,,,,,
World Advance Soccer: Shouri e no Michi,,,,,
World Beach Volley: 1991 GB Cup,,,,,
World Bowling,,,,,
World Championship Athletics,0.04,0.01,,0.0,0.06
World Championship Baseball,,,,,
World Championship Cards,0.19,,,0.02,0.2
World Championship Games: A Track & Field Event,0.08,,,0.01,0.09
World Championship Paintball,,,,,
World Championship Poker,1.29,0.19,,0.15,1.63
World Championship Poker 2: Featuring Howard Lederer,0.35,0.15,,0.05,0.5700000000000001
World Championship Poker featuring Howard Lederer: All In,0.02,0.0,,0.0,0.02
World Championship Poker: Deluxe Series,0.07,0.0,,0.01,0.08
World Championship Poker: Featuring Howard Lederer - All In,0.86,0.64,,0.22,1.73
World Championship Poker: Howard Lederer - All In,0.13,,,0.01,0.14
World Championship Pool 2004,0.05,0.03,,0.01,0.09
World Championship Rugby,0.06,0.04,,0.01,0.11
World Championship Soccer,,,,,
World Championship Spelling,0.04,,,0.0,0.04
World Circuit,,,,,
World Circuit Series,,,,,
World Class Baseball,,,,,
World Class Leaderboard Golf,,,,,
World Class Rugby,,,,,
World Class Rugby 2: Kokunai Gekitou Hen '93,,,0.02,,0.02
World Class Soccer,,,,,
World Class Track Meet,,,,,
World Clock,,,,,
World Conqueror 3D,,,,,
World Conqueror X,,,,,
World Court Tennis,,,,,
World Cup '98 France: Road to Win,,,0.09,,0.09
World Cup 98,0.14,0.4,,0.04,0.58
World Cup Golf: Hyatt Dorado Beach,,,,,
World Cup Golf: Professional Edition,0.07,0.05,,0.01,0.13
World Cup Italia '90,,,,,
World Cup Soccer,,,,,
World Cup Special,,,,,
World Cup Super Stadium,,,,,
World Cup USA 94,,,,,
World Cup of Pool,0.06,0.0,,0.0,0.06
World Derby,,,,,
World Destruction League: Thunder Tanks,0.16999999999999998,0.13,,0.03,0.34
World Driver Championship,0.14,0.03,,0.0,0.17
World Election,,,0.01,,0.01
World End Syndrome,,,0.01,,0.01
World Fantasista,,,0.05,,0.05
World Fighting,,,,,
World Games,,,,,
World Gone Sour,,,,,
World Grand Prix,,,,,
World Heroes,,,,,
World Heroes (CD),,,,,
World Heroes 2,,,,,
World Heroes 2 (CD),,,,,
World Heroes 2 Jet,,,,,
World Heroes 2 Jet (CD),,,,,
World Heroes Anthology,,,0.01,,0.01
World Heroes Perfect,,,,,
World Heroes Perfect (CD),,,,,
World Ice Hockey,,,,,
World Jockey,,,,,
World League Soccer,,,0.15,0.0,0.15
World Molder,,,,,
World Neverland 2 Plus,,,,,
World Neverland 2in1 Portable: Olerud Kingdom & Republic of Pluto,,,0.02,,0.02
World Neverland Plus: Orurudo Oukoku Monogatari,,,,,
World Of Aircraft,,,,,
World Party Games,0.07,,,0.01,0.07
World Poker Tour,0.2,0.09,,0.03,0.32
World Poker Tour: Texas Hold 'Em,,,,,
World Racing,0.05,0.01,,0.0,0.07
